Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDR04,7.075,0,0.0,5,98.0068,OUT018,1,2,2,874.8612,12,1
FDX23,6.445,0,0.029691762,0,92.6436,OUT046,2,0,1,1039.9796,24,1
FDX19,19.1,0,0.096715523,6,235.0958,OUT035,2,1,1,3038.0454,17,1
FDD40,20.25,1,0.014790559,4,193.6162,OUT035,2,1,1,3848.324,17,1
FDA01,15.0,1,0.054378253,3,59.1904,OUT046,2,0,1,527.3136,24,1
FDS33,6.67,1,0.123428594,13,89.1514,OUT046,2,0,1,2390.8878,24,1
FDM50,12.792854228644284,1,0.029943463,3,60.222,OUT027,1,2,3,1677.816,36,1
FDB29,16.7,1,0.052368061,5,112.7176,OUT013,0,2,1,801.6232,34,1
FDF46,7.07,0,0.093861144,13,115.5834,OUT045,1,1,1,1267.0174,19,1
FDA33,6.48,0,0.033968647,13,148.0076,OUT045,1,1,1,886.8456,19,1
FDC08,19.0,1,0.173154079,6,228.272,OUT010,1,2,0,452.744,23,1
FDB53,13.35,0,0.139735226,5,147.5392,OUT045,1,1,1,3877.6192,19,1
FDY31,12.792854228644284,0,0.043351896,6,146.6418,OUT027,1,2,3,4414.254,36,1
DRQ35,12.792854228644284,0,0.042086652,7,122.4388,OUT027,1,2,3,5448.9072,36,0
FDX36,9.695,1,0.12848269,0,223.9404,OUT049,1,0,1,4950.8888,22,1
DRD13,15.0,0,0.049357077,14,62.6168,OUT017,1,1,1,958.752,14,0
FDC52,11.15,1,0.008326735,4,149.9708,OUT017,1,1,1,1956.1204,14,1
FDB45,20.85,0,0.021362955,6,103.2306,OUT049,1,0,1,2404.2038,22,1
NCK19,9.8,0,0.151420934,11,194.3478,OUT010,1,2,0,387.4956,23,2
FDV51,16.35,0,0.032511818,10,165.0842,OUT013,0,2,1,994.7052,34,1
FDZ35,9.6,1,0.022323658,1,101.299,OUT045,1,1,1,1754.383,19,1
NCW17,12.792854228644284,0,0.019292355,8,129.9994,OUT027,1,2,3,3340.9844,36,2
FDV59,13.35,0,0.048124443,1,216.7166,OUT045,1,1,1,3918.8988,19,1
DRH39,20.7,0,0.09261307,4,76.367,OUT013,0,2,1,306.268,34,0
FDN60,12.792854228644284,0,0.094697274,0,158.4604,OUT027,1,2,3,4278.4308,36,1
FDU55,16.2,0,0.035984104,6,260.6278,OUT045,1,1,1,4425.5726,19,1
FDN58,12.792854228644284,1,0.056596985,13,230.9984,OUT027,1,2,3,9267.936,36,1
FDC41,12.792854228644284,0,0.2047,5,76.867,OUT019,2,0,0,229.701,36,1
FDO01,12.792854228644284,1,0.020618324,2,129.3994,OUT027,1,2,3,2055.9904,36,1
NCO43,5.5,0,0.04709821,11,101.3016,OUT046,2,0,1,3339.6528,24,2
FDQ07,15.1,1,0.087584126,6,221.7456,OUT045,1,1,1,6410.3224,19,1
FDF28,15.7,1,0.038078899,5,122.9046,OUT017,1,1,1,1992.0736,14,1
FDM01,7.895,1,0.095102092,2,104.4332,OUT017,1,1,1,2870.9296,14,1
FDY49,12.792854228644284,1,0.011953902,3,164.5184,OUT027,1,2,3,2807.0128,36,1
FDR24,17.35,1,0.062799379,0,88.183,OUT013,0,2,1,539.298,34,1
NCY18,7.285,0,0.031125709,9,174.3054,OUT013,0,2,1,4377.635,34,2
NCY30,20.25,0,0.026005891,9,180.9976,OUT045,1,1,1,2716.464,19,2
FDJ22,12.792854228644284,0,0.09246392,13,190.9504,OUT019,2,0,0,383.5008,36,1
DRI37,15.85,0,0.107765165,14,59.5904,OUT049,1,0,1,703.0848,22,0
FDL27,6.17,0,0.010647477,10,66.3826,OUT049,1,0,1,1937.478,22,1
NCO30,19.5,0,0.015749341,9,182.2608,OUT049,1,0,1,3307.6944,22,2
NCB07,19.2,0,0.077628053,9,197.611,OUT049,1,0,1,3142.576,22,2
FDX25,16.7,0,0.0,3,181.2292,OUT018,1,2,2,2554.0088,12,1
FDP59,20.85,1,0.056695731,1,104.0648,OUT018,1,2,2,1869.5664,12,1
FDR59,14.5,1,0.063993068,1,260.4594,OUT045,1,1,1,5494.8474,19,1
FDT27,11.395,1,0.069529262,10,233.1616,OUT013,0,2,1,6093.4016,34,1
DRI01,7.97,0,0.034452949,14,174.0422,OUT046,2,0,1,2586.633,24,0
FDU09,7.71,1,0.06670068,13,55.2956,OUT049,1,0,1,1255.6988,22,1
FDH26,19.25,1,0.034699737,3,141.7496,OUT046,2,0,1,4093.3384,24,1
FDH27,7.075,0,0.058346939,4,142.2128,OUT046,2,0,1,3163.8816,24,1
FDN39,12.792854228644284,1,0.065203103,10,166.0816,OUT027,1,2,3,5033.448,36,1
FDH40,11.6,1,0.078929571,5,79.9276,OUT046,2,0,1,1137.1864,24,1
FDJ56,12.792854228644284,0,0.182514881,6,98.77,OUT027,1,2,3,2696.49,36,1
DRN47,12.1,0,0.016895293,7,178.566,OUT018,1,2,2,898.83,12,0
NCO17,10.0,0,0.073379745,8,118.244,OUT046,2,0,1,2756.412,24,2
FDX60,14.35,0,0.08075758,0,81.896,OUT045,1,1,1,878.856,19,1
FDT22,10.395,0,0.112271498,13,58.222,OUT049,1,0,1,659.142,22,1
FDX26,12.792854228644284,0,0.153741385,4,182.6292,OUT019,2,0,0,182.4292,36,1
FDG45,8.1,0,0.127929521,6,211.4902,OUT013,0,2,1,3610.6334,34,1
FDD44,8.05,1,0.07838564,6,256.4646,OUT035,2,1,1,5153.292,17,1
FDS15,9.195,1,0.078502143,10,108.7596,OUT017,1,1,1,2588.6304,14,1
FDL51,20.7,1,0.047684831,4,212.5876,OUT018,1,2,2,1286.3256,12,1
FDL32,15.7,1,0.123159656,6,110.1544,OUT017,1,1,1,1230.3984,14,1
FDZ07,12.792854228644284,1,0.0,6,60.2194,OUT027,1,2,3,1733.7432,36,1
NCW53,12.792854228644284,0,0.053392944,8,193.8162,OUT019,2,0,0,384.8324,36,2
NCA54,16.5,0,0.036715907,9,180.0318,OUT045,1,1,1,3969.4996,19,2
FDX09,9.0,0,0.065236932,13,176.437,OUT035,2,1,1,7763.228,17,1
FDO51,6.785,1,0.041947547,10,41.2112,OUT013,0,2,1,809.6128,34,1
FDW49,19.5,0,0.082888496,3,178.6002,OUT018,1,2,2,1253.7014,12,1
FDB27,7.575,0,0.055390121,4,195.2768,OUT046,2,0,1,5715.2272,24,1
FDF45,18.2,1,0.012194556,6,57.7904,OUT013,0,2,1,1464.76,34,1
FDV02,16.75,0,0.060495243,4,169.8106,OUT013,0,2,1,3251.1014,34,1
FDY28,7.47,1,0.0,5,214.3218,OUT035,2,1,1,4274.436,17,1
FDX31,12.792854228644284,1,0.014753811,6,231.7958,OUT027,1,2,3,5375.0034,36,1
FDR43,12.792854228644284,0,0.160707489,6,38.019,OUT027,1,2,3,1318.284,36,1
FDP51,13.85,1,0.085622362,10,119.4124,OUT018,1,2,2,2251.7356,12,1
FDL52,6.635,1,0.046350909,5,37.4506,OUT017,1,1,1,1176.4686,14,1
FDR44,6.11,1,0.102920886,6,130.4968,OUT046,2,0,1,3523.4136,24,1
FDB34,15.25,0,0.026604781,13,86.2198,OUT035,2,1,1,610.5386,17,1
FDC50,15.85,0,0.0,3,96.4094,OUT035,2,1,1,1237.7222,17,1
FDT57,15.2,0,0.031860325,13,235.1248,OUT010,1,2,0,474.0496,23,1
FDP22,12.792854228644284,1,0.0,13,52.6666,OUT027,1,2,3,717.7324,36,1
DRE49,20.75,0,0.021250002,14,150.5024,OUT046,2,0,1,2580.6408,24,0
FDM40,10.195,0,0.159936948,5,143.2154,OUT046,2,0,1,2552.6772,24,1
FDY32,7.605,0,0.129503146,6,164.021,OUT045,1,1,1,3914.904,19,1
FDW07,18.0,1,0.142688846,6,88.5514,OUT046,2,0,1,796.9626,24,1
FDU02,12.792854228644284,0,0.179484411,4,228.9352,OUT019,2,0,0,916.1408,36,1
NCF18,18.35,0,0.089163056,9,191.3504,OUT045,1,1,1,3259.7568,19,2
FDQ56,6.59,0,0.105761491,6,84.8908,OUT049,1,0,1,1677.816,22,1
FDN58,13.8,1,0.056960814,13,230.0984,OUT049,1,0,1,3707.1744,22,1
FDG35,21.2,1,0.00704098,15,173.5738,OUT046,2,0,1,2954.1546,24,1
FDY34,10.5,1,0.011026594,13,166.4842,OUT018,1,2,2,2652.5472,12,1
NCE19,8.97,0,0.093203257,9,52.7956,OUT045,1,1,1,1037.3164,19,2
NCK31,12.792854228644284,0,0.026916794,11,50.9666,OUT027,1,2,3,717.7324,36,2
NCJ29,10.6,0,0.035264298,8,86.1224,OUT045,1,1,1,426.112,19,2
FDT59,13.65,0,0.015908424,1,231.1668,OUT035,2,1,1,6911.004,17,1
NCX41,19.0,0,0.017719277,8,211.0244,OUT046,2,0,1,3811.0392,24,2
FDU45,12.792854228644284,1,0.035334201,13,115.3518,OUT027,1,2,3,2277.036,36,1
FDW24,12.792854228644284,0,0.065652494,0,48.9034,OUT019,2,0,0,48.6034,36,1
FDF22,6.865,0,0.056919038,13,212.8218,OUT049,1,0,1,5770.4886,22,1
FDM60,10.8,1,0.048143292,0,40.2138,OUT046,2,0,1,690.4346,24,1
FDR02,16.7,0,0.022047313,4,110.2886,OUT013,0,2,1,1890.2062,34,1
DRP35,12.792854228644284,0,0.090427268,7,126.2336,OUT027,1,2,3,3195.84,36,0
FDS48,15.15,0,0.027779254,0,150.1708,OUT046,2,0,1,1504.708,24,1
NCZ42,10.5,0,0.0,9,238.3248,OUT010,1,2,0,711.0744,23,2
FDZ38,17.6,0,0.008033611,4,174.2422,OUT018,1,2,2,4311.055,12,1
FDH19,19.35,0,0.033088472,10,175.4738,OUT046,2,0,1,521.3214,24,1
NCB55,15.7,0,0.160663021,9,59.4562,OUT046,2,0,1,829.5868,24,2
FDC15,18.1,0,0.178975721,4,155.5288,OUT017,1,1,1,1571.288,14,1
FDF11,10.195,1,0.017627888,15,239.6538,OUT035,2,1,1,2403.538,17,1
FDW35,12.792854228644284,0,0.0194158,1,41.6454,OUT019,2,0,0,83.8908,36,1
FDB44,6.655,0,0.016993225,6,211.0586,OUT045,1,1,1,844.2344,19,1
NCC06,19.0,0,0.027139013,9,127.3336,OUT017,1,1,1,2940.1728,14,2
FDR04,7.075,0,0.03777249,5,98.0068,OUT010,1,2,0,291.6204,23,1
FDB17,13.15,0,0.036746479,5,181.2976,OUT045,1,1,1,3259.7568,19,1
FDW43,20.1,1,0.022460102,6,226.8036,OUT049,1,0,1,3415.554,22,1
FDA27,20.35,1,0.0,4,256.7672,OUT018,1,2,2,5624.6784,12,1
NCU41,18.85,0,0.05213575,8,190.1846,OUT049,1,0,1,6687.961,22,2
FDY56,16.35,1,0.062508438,6,227.1062,OUT049,1,0,1,5642.655,22,1
FDV39,11.3,0,0.007309544,10,196.2426,OUT018,1,2,2,4943.565,12,1
FDN32,17.5,0,0.015623754,6,182.6266,OUT018,1,2,2,3135.2522,12,1
FDW07,18.0,1,0.142978223,6,87.4514,OUT045,1,1,1,796.9626,19,1
FDZ27,7.935,0,0.017191055,4,51.535,OUT045,1,1,1,848.895,19,1
FDW23,12.792854228644284,0,0.143592939,0,37.3164,OUT019,2,0,0,38.6164,36,1
FDU01,20.25,1,0.011995271,3,184.5924,OUT046,2,0,1,4997.4948,24,1
FDF10,15.5,1,0.15717236,13,149.1418,OUT049,1,0,1,588.5672,22,1
DRH03,12.792854228644284,0,0.061393095,4,91.812,OUT019,2,0,0,372.848,36,0
FDW27,12.792854228644284,1,0.264124669,10,155.7314,OUT019,2,0,0,155.1314,36,1
DRI13,15.35,0,0.020310046,14,218.0508,OUT013,0,2,1,3038.7112,34,0
NCR05,10.1,0,0.054630834,8,200.2084,OUT046,2,0,1,1587.2672,24,2
FDB29,16.7,1,0.052517969,5,115.4176,OUT045,1,1,1,687.1056,19,1
FDL51,20.7,1,0.047565208,4,213.4876,OUT049,1,0,1,1929.4884,22,1
FDB11,16.0,0,0.060797393,15,223.8404,OUT013,0,2,1,3600.6464,34,1
FDI35,14.0,0,0.041291169,15,180.7634,OUT046,2,0,1,2181.1608,24,1
FDX08,12.85,0,0.022604051,6,181.4318,OUT046,2,0,1,3428.2042,24,1
FDP59,20.85,1,0.056580228,1,105.6648,OUT045,1,1,1,623.1888,19,1
NCJ18,12.35,0,0.164196823,9,120.5124,OUT049,1,0,1,2133.2232,22,2
FDJ41,6.85,0,0.022976497,5,261.6594,OUT018,1,2,2,3401.5722,12,1
FDU08,10.3,0,0.027310252,6,101.0042,OUT035,2,1,1,1289.6546,17,1
FDS09,12.792854228644284,1,0.141975462,13,49.6008,OUT019,2,0,0,50.6008,36,1
DRH15,8.775,0,0.0,4,45.9428,OUT013,0,2,1,790.9704,34,0
NCV17,18.85,0,0.01619866,8,129.2626,OUT017,1,1,1,3147.9024,14,2
NCO54,12.792854228644284,0,0.014205168,9,56.7614,OUT027,1,2,3,2486.763,36,2
FDE24,14.85,0,0.09344495,0,141.0812,OUT035,2,1,1,1139.8496,17,1
FDH53,20.5,1,0.019199733,5,84.3592,OUT046,2,0,1,1816.3024,24,1
FDZ13,7.84,1,0.154120252,3,51.935,OUT018,1,2,2,199.74,12,1
FDW28,18.25,0,0.089004389,5,196.7452,OUT045,1,1,1,978.726,19,1
FDU46,10.3,1,0.011117041,13,85.854,OUT013,0,2,1,2683.174,34,1
NCE43,12.5,0,0.103422709,9,169.9448,OUT035,2,1,1,2897.5616,17,2
FDS26,12.792854228644284,0,0.089035961,4,260.5594,OUT027,1,2,3,9158.079,36,1
FDB14,20.25,1,0.102723919,3,93.212,OUT046,2,0,1,1957.452,24,1
DRB48,12.792854228644284,1,0.024733134,14,40.2822,OUT027,1,2,3,1296.3126,36,0
NCC42,15.0,0,0.044871033,8,140.3838,OUT013,0,2,1,2528.7084,34,2
FDQ20,8.325,0,0.029760052,6,38.7138,OUT013,0,2,1,284.2966,34,1
FDA13,15.85,0,0.078999287,3,38.6506,OUT017,1,1,1,759.012,14,1
FDZ15,13.1,0,0.020870744,4,117.3782,OUT046,2,0,1,1787.673,24,1
NCV42,6.26,0,0.031599715,9,111.3228,OUT017,1,1,1,2431.5016,14,2
DRI51,17.25,0,0.042413704,4,173.1764,OUT018,1,2,2,4466.1864,12,0
FDO28,5.765,0,0.072284689,5,119.9098,OUT035,2,1,1,2048.6666,17,1
NCS54,13.6,0,0.009984847,9,175.437,OUT013,0,2,1,1940.807,34,2
FDH16,10.5,0,0.052852621,5,88.783,OUT017,1,1,1,2067.309,14,1
FDG24,7.975,0,0.014660821,0,85.125,OUT045,1,1,1,2663.2,19,1
FDR52,12.65,1,0.076354362,5,192.1846,OUT018,1,2,2,1146.5076,12,1
NCH06,12.3,0,0.076709639,9,247.846,OUT045,1,1,1,3448.844,19,2
FDA36,5.985,0,0.005677876,0,184.8924,OUT045,1,1,1,1665.8316,19,1
FDU56,12.792854228644284,0,0.0,6,184.7266,OUT027,1,2,3,8114.7704,36,1
FDT09,15.15,1,0.012282366,13,132.5284,OUT049,1,0,1,1713.7692,22,1
FDU25,12.35,0,0.026681262,3,56.4246,OUT046,2,0,1,810.9444,24,1
FDK41,14.3,0,0.127541722,5,84.9224,OUT046,2,0,1,1193.1136,24,1
NCT54,8.695,0,0.119513002,9,93.4094,OUT035,2,1,1,856.8846,17,2
FDV51,16.35,0,0.054463442,10,163.8842,OUT010,1,2,0,165.7842,23,1
FDM24,6.135,1,0.0,0,151.3366,OUT045,1,1,1,1057.9562,19,1
NCO30,19.5,0,0.015756784,9,185.0608,OUT045,1,1,1,2205.1296,19,2
FDQ45,9.5,1,0.010907967,13,182.3608,OUT013,0,2,1,2940.1728,34,1
DRK59,8.895,0,0.07543556,7,235.8616,OUT035,2,1,1,3046.7008,17,0
FDW28,18.25,0,0.0,5,196.8452,OUT046,2,0,1,3327.6684,24,1
FDC02,21.35,0,0.115194717,3,258.3278,OUT010,1,2,0,520.6556,23,1
FDR21,19.7,0,0.066922802,13,174.837,OUT035,2,1,1,2999.429,17,1
FDN48,12.792854228644284,0,0.064636203,0,90.0804,OUT027,1,2,3,2113.2492,36,1
FDT44,16.6,0,0.103195401,6,117.8466,OUT045,1,1,1,942.7728,19,1
FDX14,12.792854228644284,0,0.13121032,4,74.0354,OUT019,2,0,0,75.2354,36,1
FDH57,10.895,0,0.035747522,6,133.6284,OUT046,2,0,1,1581.9408,24,1
FDH28,12.792854228644284,1,0.192650072,5,37.4506,OUT019,2,0,0,37.9506,36,1
NCT41,12.792854228644284,0,0.098031771,8,151.3024,OUT019,2,0,0,151.8024,36,2
FDO11,12.792854228644284,1,0.030118338,1,248.8092,OUT027,1,2,3,3486.1288,36,1
NCP42,8.51,0,0.016201845,9,195.2478,OUT017,1,1,1,4262.4516,14,2
FDN09,14.15,0,0.05837308,13,243.9828,OUT010,1,2,0,731.0484,23,1
FDP32,6.65,0,0.087652908,6,128.8678,OUT035,2,1,1,1398.8458,17,1
FDV57,15.25,1,0.065999008,13,177.966,OUT049,1,0,1,2336.958,22,1
FDW28,18.25,0,0.088750333,5,196.5452,OUT013,0,2,1,2348.9424,34,1
FDR56,12.792854228644284,1,0.100277876,6,196.8768,OUT027,1,2,3,7094.7648,36,1
FDA40,16.0,1,0.099252438,5,87.4856,OUT035,2,1,1,1054.6272,17,1
NCG42,19.2,0,0.0,9,127.831,OUT045,1,1,1,1298.31,19,2
NCK54,12.15,0,0.0,9,117.815,OUT017,1,1,1,2330.3,14,2
FDE16,8.895,0,0.026384672,5,208.9954,OUT049,1,0,1,4584.6988,22,1
FDB15,10.895,0,0.228993134,4,263.4568,OUT010,1,2,0,527.3136,23,1
FDC40,16.0,1,0.065431917,4,76.1986,OUT017,1,1,1,1869.5664,14,1
FDE53,12.792854228644284,0,0.026749991,5,106.928,OUT027,1,2,3,2876.256,36,1
FDK24,9.195,0,0.0,0,43.6744,OUT018,1,2,2,407.4696,12,1
FDW31,11.35,1,0.043333912,6,201.0742,OUT018,1,2,2,2189.8162,12,1
NCX29,10.0,0,0.089656812,8,144.0102,OUT017,1,1,1,1603.9122,14,2
NCM07,9.395,0,0.039954281,11,82.4908,OUT035,2,1,1,2013.3792,17,2
DRN36,12.792854228644284,0,0.087854925,14,95.9752,OUT019,2,0,0,95.8752,36,0
FDQ37,20.75,0,0.149404057,2,192.8478,OUT010,1,2,0,774.9912,23,1
FDK43,9.8,0,0.0268952,10,128.402,OUT045,1,1,1,2403.538,19,1
FDK28,5.695,0,0.065857092,5,258.5646,OUT018,1,2,2,4380.2982,12,1
FDR43,18.2,0,0.161817014,6,37.819,OUT045,1,1,1,219.714,19,1
FDL48,19.35,1,0.082197959,0,49.2034,OUT013,0,2,1,729.051,34,1
DRL23,18.35,0,0.015335349,7,106.6938,OUT045,1,1,1,1393.5194,19,0
NCX42,6.36,0,0.00599072,9,163.6526,OUT045,1,1,1,5262.4832,19,2
DRD37,9.8,0,0.013898123,14,46.506,OUT018,1,2,2,372.848,12,0
FDZ47,12.792854228644284,1,0.078912473,0,99.9042,OUT027,1,2,3,3273.7386,36,1
NCJ54,12.792854228644284,0,0.059776237,9,231.7642,OUT027,1,2,3,5344.3766,36,2
FDL52,6.635,1,0.0,5,39.7506,OUT013,0,2,1,303.6048,34,1
FDC15,18.1,0,0.297883712,4,156.7288,OUT010,1,2,0,314.2576,23,1
NCD19,8.93,0,0.022059594,9,56.0614,OUT010,1,2,0,276.307,23,2
FDD08,8.3,0,0.03532494,6,38.9506,OUT013,0,2,1,721.0614,34,1
NCN18,8.895,0,0.124967595,9,112.7544,OUT045,1,1,1,3467.4864,19,2
FDY56,16.35,1,0.062411404,6,225.9062,OUT046,2,0,1,5416.9488,24,1
NCI29,8.6,0,0.032754431,8,140.5154,OUT018,1,2,2,283.6308,12,2
NCE06,12.792854228644284,0,0.160178832,9,160.2894,OUT019,2,0,0,323.5788,36,2
FDC08,19.0,1,0.104035148,6,227.772,OUT017,1,1,1,5206.556,14,1
FDU52,7.56,0,0.06390019,5,157.263,OUT045,1,1,1,2503.408,19,1
FDN16,12.6,1,0.062648111,5,104.899,OUT013,0,2,1,1960.781,34,1
NCM55,15.6,0,0.111685868,11,184.7924,OUT010,1,2,0,370.1848,23,2
FDR49,8.71,0,0.233039817,3,49.5376,OUT010,1,2,0,95.8752,23,1
FDC15,18.1,0,0.17824575,4,158.1288,OUT049,1,0,1,3299.7048,22,1
FDB53,13.35,0,0.140241213,5,150.2392,OUT017,1,1,1,2684.5056,14,1
FDK44,16.6,0,0.0,6,173.3738,OUT046,2,0,1,2085.2856,24,1
FDA16,6.695,0,0.033935576,5,221.9456,OUT035,2,1,1,2210.456,17,1
FDO19,12.792854228644284,1,0.016516275,6,47.4034,OUT027,1,2,3,2187.153,36,1
FDO04,16.6,0,0.026537206,5,57.2614,OUT046,2,0,1,1049.9666,24,1
NCL19,15.35,0,0.015673267,11,145.047,OUT035,2,1,1,2719.793,17,2
FDA44,19.7,0,0.089083914,6,54.593,OUT010,1,2,0,56.593,23,1
FDR60,14.3,0,0.131152799,0,78.6328,OUT017,1,1,1,231.6984,14,1
FDV37,12.792854228644284,1,0.083109455,3,195.8426,OUT027,1,2,3,5734.5354,36,1
FDG53,10.0,0,0.045818773,5,138.718,OUT013,0,2,1,1398.18,34,1
DRG01,14.8,0,0.044869794,14,76.467,OUT035,2,1,1,1531.34,17,0
FDB38,12.792854228644284,1,0.0,3,160.692,OUT019,2,0,0,319.584,36,1
FDI27,8.71,1,0.04605781,4,43.8744,OUT049,1,0,1,633.8416,22,1
FDD29,12.15,0,0.030815427,5,252.0698,OUT010,1,2,0,1014.6792,23,1
NCR41,17.85,0,0.01806055,8,97.0094,OUT045,1,1,1,2094.6068,19,2
FDW44,9.5,1,0.035205866,6,171.3448,OUT049,1,0,1,2386.2272,22,1
FDU21,11.8,1,0.076705948,13,34.7558,OUT035,2,1,1,780.9834,17,1
FDI14,14.1,0,0.089677773,3,139.8496,OUT046,2,0,1,1693.7952,24,1
FDW50,12.792854228644284,0,0.132327406,4,168.4158,OUT019,2,0,0,334.2316,36,1
FDN39,19.35,1,0.065520388,10,168.3816,OUT046,2,0,1,1342.2528,24,1
FDT31,19.75,0,0.012518707,6,190.6872,OUT017,1,1,1,4916.2672,14,1
FDJ14,10.3,1,0.050353695,3,78.696,OUT017,1,1,1,1757.712,14,1
NCQ43,12.792854228644284,0,0.110762642,11,108.5912,OUT027,1,2,3,1637.868,36,2
FDZ22,12.792854228644284,0,0.045050674,13,84.925,OUT027,1,2,3,1747.725,36,1
FDU38,10.8,0,0.083016832,4,193.4504,OUT017,1,1,1,2876.256,14,1
FDS32,17.75,1,0.0,6,139.9838,OUT045,1,1,1,1966.7732,19,1
DRH13,8.575,0,0.023983258,14,106.328,OUT018,1,2,2,958.752,12,0
DRF03,19.1,0,0.075836522,4,40.2138,OUT010,1,2,0,81.2276,23,0
FDJ20,20.7,1,0.100330684,6,123.4388,OUT049,1,0,1,1238.388,22,1
FDE22,12.792854228644284,0,0.051778173,13,157.892,OUT019,2,0,0,319.584,36,1
FDX22,6.785,1,0.022970468,13,211.0928,OUT035,2,1,1,4418.2488,17,1
DRM11,6.57,0,0.066014596,7,259.7278,OUT013,0,2,1,2863.6058,34,0
FDL58,5.78,1,0.07429945,13,264.9568,OUT045,1,1,1,1845.5976,19,1
FDL25,6.92,1,0.131128467,2,93.1804,OUT049,1,0,1,1561.9668,22,1
FDD40,20.25,1,0.014816356,4,194.1162,OUT049,1,0,1,3848.324,22,1
FDT08,13.65,0,0.049318315,6,149.005,OUT045,1,1,1,2097.27,19,1
FDO22,13.5,1,0.017960492,13,81.596,OUT017,1,1,1,639.168,14,1
NCM41,16.5,0,0.035801238,8,92.612,OUT018,1,2,2,559.272,12,2
FDJ21,16.7,1,0.038606365,13,146.5102,OUT045,1,1,1,2770.3938,19,1
FDC53,8.68,0,0.008871687,5,99.7384,OUT018,1,2,2,295.6152,12,1
DRK35,12.792854228644284,0,0.125793938,7,36.2506,OUT019,2,0,0,37.9506,36,0
FDQ09,7.235,0,0.058369013,13,115.2834,OUT018,1,2,2,1267.0174,12,1
DRB48,16.75,1,0.0,14,39.3822,OUT046,2,0,1,353.5398,24,0
DRE25,15.35,0,0.073269336,14,92.112,OUT035,2,1,1,1118.544,17,0
FDL08,10.8,0,0.049677651,6,245.9144,OUT013,0,2,1,4655.2736,34,1
NCV42,6.26,0,0.031470832,9,110.2228,OUT049,1,0,1,1547.3192,22,2
FDW03,5.63,1,0.024579432,10,105.3306,OUT049,1,0,1,1045.306,22,1
FDL25,6.92,1,0.131665479,2,91.8804,OUT017,1,1,1,275.6412,14,1
FDC17,12.15,0,0.015523707,5,212.0928,OUT018,1,2,2,2735.1064,12,1
FDK44,16.6,0,0.122475364,6,175.5738,OUT045,1,1,1,347.5476,19,1
FDE34,9.195,0,0.107891398,13,182.7634,OUT046,2,0,1,3817.0314,24,1
FDP10,19.0,0,0.128065918,13,104.3622,OUT035,2,1,1,1905.5196,17,1
FDZ22,9.395,0,0.045361705,13,83.825,OUT045,1,1,1,665.8,19,1
NCK19,9.8,0,0.090390357,11,192.1478,OUT013,0,2,1,2324.9736,34,2
FDO44,12.792854228644284,0,0.087029712,6,109.2228,OUT027,1,2,3,3205.1612,36,1
NCU41,18.85,0,0.052054819,8,189.1846,OUT046,2,0,1,2101.9306,24,2
NCF31,9.13,0,0.051952573,9,152.3024,OUT045,1,1,1,1821.6288,19,2
FDG14,9.0,1,0.050786366,3,152.2024,OUT017,1,1,1,3643.2576,14,1
NCH30,17.1,0,0.067141355,9,114.586,OUT035,2,1,1,2942.836,17,2
FDR36,6.715,1,0.121485195,0,40.2454,OUT013,0,2,1,587.2356,34,1
NCJ30,5.82,0,0.080640478,9,167.779,OUT046,2,0,1,2886.243,24,2
FDR08,18.7,0,0.037699254,6,110.2886,OUT045,1,1,1,2223.772,19,1
FDU04,7.93,0,0.0,5,123.2414,OUT018,1,2,2,487.3656,12,1
NCQ50,18.75,0,0.034501405,9,211.7218,OUT017,1,1,1,5770.4886,14,2
FDL46,12.792854228644284,0,0.053795154,13,117.7466,OUT027,1,2,3,1414.1592,36,1
DRK37,5.0,0,0.044004675,14,188.853,OUT046,2,0,1,5502.837,24,0
FDK48,7.445,0,0.0,0,76.8354,OUT046,2,0,1,2181.8266,24,1
FDV58,20.85,0,0.121250374,13,193.9452,OUT046,2,0,1,1565.9616,24,1
FDN27,20.85,0,0.0,10,115.1808,OUT018,1,2,2,1054.6272,12,1
FDZ52,19.2,0,0.100230114,5,112.9886,OUT049,1,0,1,1667.829,22,1
NCF42,17.35,0,0.167383061,9,175.6712,OUT046,2,0,1,2812.3392,24,2
FDQ48,14.3,1,0.034404732,0,98.1726,OUT035,2,1,1,489.363,17,1
FDW49,19.5,0,0.082719632,3,179.3002,OUT045,1,1,1,2865.6032,19,1
FDR58,6.675,0,0.041913535,13,90.7462,OUT035,2,1,1,1665.8316,17,1
NCE07,8.18,0,0.0132043,9,143.8154,OUT017,1,1,1,2694.4926,14,2
FDK14,6.98,0,0.041105789,3,83.4934,OUT046,2,0,1,1555.9746,24,1
FDC11,12.792854228644284,0,0.141106202,15,87.9172,OUT027,1,2,3,3836.3396,36,1
FDL22,16.85,0,0.036463975,13,90.7488,OUT045,1,1,1,543.2928,19,1
NCQ41,14.8,0,0.01946418,8,196.3794,OUT013,0,2,1,1950.794,34,2
FDX46,12.3,1,0.0,13,57.3562,OUT013,0,2,1,177.7686,34,1
FDC35,7.435,0,0.123086812,15,206.9638,OUT045,1,1,1,1035.319,19,1
FDH45,15.1,1,0.105646853,6,42.8796,OUT035,2,1,1,949.4308,17,1
